project_code,project_name,sector,state,agency,approval_date,original_cost,revised_cost,anticipated_cost,expenditure,original_doc,revised_doc,anticipated_doc,physical_progress_pct,schedule_status,report_month
N24001709,BAKHTIYARPUR RAJAULI PKG-II FROM KM 54.405 TO KM 101.630 NH20,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,,897.45,,1090.0,1037.63,,2024-12,2024-12,97.85,ongoing_census,2024-08
N24001710,4 LANING FROM KM. 34.600 TO KM. 79.970 and 2LPS FROM KM. 79.970 TO KM. 82.000 OF NARENPUR - PURNEA S,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,,2334.68,2494.2,2494.2,913.7,,2024-10,2024-10,99.2,ongoing_census,2024-08
N24001711,6L OF KANHAULI RAMNAGAR PATNA RING ROAD PKG I FROM KM 0.000 TO KM 39.160 OF SH78 NEW NH131G,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2020-09,939.43,,939.43,370.62,,2024-12,2024-12,100.0,ongoing_census,2024-08
N24001712,FOUR LANING OF PARARIA TO MOHANIA SECTION OF NH 319 (OLD NH 30) FROM KM. 54+530 (DESIGN CHAINAGE) TO,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2020-08,690.0,,690.0,770.73,,2024-12,2024-12,98.55,ongoing_census,2024-08
N24001715,BALANCE WORK OF TWO LANING WITH 12/2018 PAVED SHOULDER OF PIPRAKOTHI?MOTIHARI- RAXAUL SECTION OF NH-28A FRO,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,,333.6,466.59,461.41,460.38,2020-10,,2024-01,100.0,ongoing_census,2024-08
N24001870,IMPROVEMENT TO TWO LANE WITH PAVED SHOULDERS OF NH 122B FROM KM 29.730 TO KM 72.348 IN STATE OF BIH,ROAD TRANSPORT AND HIGHWAYS,Bihar,Mar-25) (N.A.,,624.43,,624.43,188.9,,2025-03,2025-03,67.0,ongoing_census,2024-08
N24001875,WIDENING AND STRENTHENING FROM KM 70.15 TO KM 121.025 OF NH-80,ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,,477.54,,477.54,201.92,,2025-03,2025-03,56.14,ongoing_census,2024-08
N24001876,WIDENING and STRENTHENING FROM KM132.895 TO KM 190.15 NH-80,ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,,566.15,,566.15,156.09,,2025-06,2025-06,35.0,ongoing_census,2024-08
N24001877,CONSTRUCTION OF NEW 4-LANE BRIDGE (PARALLEL TO EXISTING VIKRAMASHILA SETU)FROM KM 8+920 TO KM 13+375,ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,2020-07,1110.23,,1110.23,263.84,,,2027-05,18.44,ongoing_census,2024-08
N24001878,IMPROVEMENT TO TWO LANE WITH PAVED SHOULDERS OF NH-319A FROM KM 0 TO KM 45 IN STATE OF BIHAR UNDER,ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,,427.29,,427.29,128.25,,2025-03,2025-03,55.9,ongoing_census,2024-08
N24001879,CONSTRUCTION OF PROPOSED 4_LANE REVELGUNJ BYPASS NH-19 IN THE STATE OF BIHAR ON EPC MODE CONNECTING,ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,2022-03,295.24,,295.24,31.83,,,2025-07,25.5,ongoing_census,2024-08
N24002062,CONSTRUCTION OF 6- LANE BRIDGE AND ITS APPROACHES ACROSS RIVER GANGA AS PART OF PATNA RING ROAD (NH-,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2023-03,3012.27,,3012.27,0.0,,,2027-09,,ongoing_census,2024-08
N24002063,BALANCE WORK - WB-10 (GANDAK 12/2021 BRIDGE) KM 402.00 TO KM 440.00,ROAD TRANSPORT AND HIGHWAYS,Bihar,DEVANPUR - KOTWA,2021-12,210.05,,210.05,100.28,2024-01,,2025-06,68.58,ongoing_census,2024-08
N24002064,PERMANENT RECTIFICATION OF 3 NOS. 12/2022 OF BLACK SPOTS IN PROJECT HIGHWAY NH-27 OF U.P BORDER - DEWAPUR -,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,,381.8,,381.8,32.97,2025-12,,2025-12,16.01,ongoing_census,2024-08
N24002065,4L GREENFIELD ALIGNMENT OF AMAS TO SHIVRAMPUR FROM 0.000 KM. TO 55.002 KM. OF NH 119 D (PKG-I),ROAD TRANSPORT AND HIGHWAYS,Bihar,N.A.) (N.A.,,1390.92,,1390.92,150.71,,,2025-03,6.6,ongoing_census,2024-08
N24002066,4L GREENFIELD ALIGNMENT OF SHIVRAMPUR TO RAMNAGAR FROM KM. 55.002 TO KM. 109.300 OF NH 119 D (PKG-I,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2022-02,1494.31,,1494.31,38.28,,,2025-07,4.59,ongoing_census,2024-08
N24002133,IMPROVEMENT OF 2 LANE WITH PAVED SHOULDER OF STRETCH FROM BIKRAMGANJ DAWATH MELAYABAGH NAWANAGR -DUM,ROAD TRANSPORT AND HIGHWAYS,Bihar,N.A.) (N.A.,,178.63,,178.63,52.94,,,2025-06,46.0,ongoing_census,2024-08
N24000165,PATNA-MUZZAFFARPUR,ROAD TRANSPORT AND HIGHWAYS,Bihar,N.A.) (N.A.,2010-08,671.3,,671.3,1830.13,,,2024-12,97.15,ongoing_census,2024-08
N24000187,4-LANNING OF CHAPRA-HAJIPUR,ROAD TRANSPORT AND HIGHWAYS,Bihar,Apr-25) (N.A.,2011-01,575.0,,575.0,544.76,,2025-04,2025-04,84.87,ongoing_census,2024-08
N24000382,REHABILITATION AND UPGRADING TO 2 LANES/2 LANE WITH PAVED SHOULDERS CONFIGURATION OF BIRPUR - BIHPUR,ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,,675.0,780.77,780.77,678.26,,2024-12,2024-12,87.77,ongoing_census,2024-08
N24000480,FOUR OF SIMARIA - KHAGARIA 12/2015 SECTION OF NH-31,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2015-12,1041.1,567.0,639.58,553.73,2019-04,2022-07,2025-03,97.09,ongoing_census,2024-08
N24000507,FOUR LANING OF BAKHTIYARPUR - 12/2015 MOKAMA SECTION OF NH-31,ROAD TRANSPORT AND HIGHWAYS,Bihar,N.A.) (N.A.,,1167.45,,1182.94,735.99,2019-12,,2024-12,94.25,ongoing_census,2024-08
N24000531,REHABILITATION AND UPGRADING TO 2 LANES/2 LANE WITH PAVED SHOULDERS (KM 40 TO KM 219.945) OF NH-104,ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,,319.68,503.28,503.28,430.14,,2024-09,2024-09,98.75,ongoing_census,2024-08
N24000576,CONSTRUCTION OF REHABILITATION AND UPGRADING TO 2 LANES/2 LANE(FOR LOT-I-KM 40.00 TO KM 65.400 AND K,ROAD TRANSPORT AND HIGHWAYS,Bihar,Sep-24) (225.06,2016-02,178.85,225.06,278.54,232.61,,2024-09,2024-09,98.35,ongoing_census,2024-08
N24000578,"PROCUREMENT, AND CONSTRUCTION OF REHABILITATION AND UPGRADING TO 2 LANES/2 LANE(FOR LOT-III-KM 156.5",ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,2016-02,553.3,706.39,706.39,607.49,,2024-09,2024-09,98.0,ongoing_census,2024-08
N24000579,FOUR LANING OF GAYA-HISUA-RAJGIRI- NALANDA-BIHARSHARIF SECTION (KM0.00 TO 92.935) ON NH-82 IN BIHAR,ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,2014-01,1408.85,2138.16,2138.16,1695.16,,2024-12,2024-12,95.89,ongoing_census,2024-08
N24000665,TWO-LANNING WITH PAVED SHOULDER OF MAHSHKUNT-SAHARSA-PURNEA SECTION FROM EXISTING KM.89.020 (DESIGN,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2017-03,672.89,736.01,830.31,566.83,,2025-03,2025-03,74.19,ongoing_census,2024-08
N24000696,SIX LANNING OF AUNTA- SIMARIA(GANGA BRIDGE WITH APPROACH ROADS) SECTION OF NH-31,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2017-08,950.64,1161.0,1168.33,966.99,,2023-08,2024-10,83.29,ongoing_census,2024-08
N24000714,CONSTRUCTION OF NEW LINK (NH- 12/2017 133B) FROM KM 0/00 (KM 200/87 OF SAHIBANJ BYPASS) IN JHARKHAND TO KM 15,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,,2598.0,,1962.5,1249.32,2024-10,2025-04,2025-06,68.11,ongoing_census,2024-08
N24000723,REHABILITATION AND UPGRADATION OF TWO LANING OF MAHESHKHUNT - SAHARSA - PURNEA SECTION PKG - I,ROAD TRANSPORT AND HIGHWAYS,Bihar,Dec-19) (644.50,2018-01,573.7,644.5,726.99,452.2,,2019-12,2025-03,75.06,ongoing_census,2024-08
N24000813,DEVELOPMENT OF NEWLY DECLARED NH-527C FROM MAJHAULI TO CHAROUT SECTION TO 2 LANE WITH PAVED SHOULDER,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2018-03,496.2,470.18,537.17,366.24,,2024-12,2024-12,84.99,ongoing_census,2024-08
N24000943,CONSTRUCTION OF A NEW 4 LANE MAJOR BRIDGE ACROSS RIVER KOSI AT PHULAUT INCLUDING RHABILITATION AND,ROAD TRANSPORT AND HIGHWAYS,Bihar,Feb-26) (N.A.,2018-09,1478.4,,1478.4,806.35,,2026-02,2026-02,57.45,ongoing_census,2024-08
N24001201,CONSTRUCTION OF A NEW 4 LANE BRIDGE PARALLEL TO EXISTING MG SETU WITH ITS APPROACHES FROM KM 0.00,ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,2019-02,2926.42,,2926.42,970.95,,,2026-02,47.0,ongoing_census,2024-08
N24001303,BALANCE WORK OF 4- LANING OF 10/2013 PATNA-GAYA-DOBHI SECTION (KM. 0.00 TO KM. 127.217) OF NH-83 IN THE STAT,ROAD TRANSPORT AND HIGHWAYS,Bihar,Dec-24) (N.A.,,649.9,,750.0,711.53,2020-12,2024-12,2024-12,98.3,ongoing_census,2024-08
N24001304,BALANCE WORK OF 4- LANING OF 10/2013 PATNA-GAYA-DOBHI SECTION (KM. 39.00 TO KM. 83.00) OF NH-83 IN THE STATE,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,,446.97,598.48,740.5,638.8,2020-11,2024-12,2024-12,96.3,ongoing_census,2024-08
N24001305,BALANCE WORK OF 4- L ANING OF 10/2013 PATNA-GAYA-DOBHI SECTION (KM.83.00 TO KM. 127.217) OF NH-83 IN THE STA,ROAD TRANSPORT AND HIGHWAYS,Bihar,Dec-24) (605.53,,464.09,605.53,765.12,698.25,2020-11,2024-12,2024-12,97.3,ongoing_census,2024-08
N24001371,CONSTRUCTION OF 2 LANE BRIDGE 10/2019 ACROSS RIVER KOSI WITH APPROACH ROAD FROM BHEJA TO BAKAUR SECTION OF N,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2019-10,1101.99,,1101.99,765.79,2023-08,2024-12,2024-12,63.38,ongoing_census,2024-08
N28000148,PATNA METRO RAIL CORPORATION LIMITED,URBAN DEVELOPMEN T,Bihar,PATNA METRO RAI,2019-02,13365.77,,13925.5,2637.57,,,2024-09,38.15,ongoing_census,2024-08
N30000026,SEWER NETWORK SPS AND STP BEGUSARAI,WATER RESOURCES,Bihar,BUIDCO,2018-03,230.06,,230.06,228.38,,2019-12,2024-09,95.0,ongoing_census,2024-08
N30000027,I AND D AND STP WORKS FOR 10/2017 BHAGALPUR,WATER RESOURCES,Bihar,BUIDCO,2017-10,254.13,413.29,413.29,120.95,2020-09,2020-11,2024-10,82.0,ongoing_census,2024-08
N30000028,I AND D AND STP AT CHAPPRA 11/2018,WATER RESOURCES,Bihar,N.A.) (N.A.,2018-11,236.15,,236.15,142.08,2020-12,,2024-02,100.0,ongoing_census,2024-08
N30000035,SEWER NETWORKS SPS AND STP HAJIPUR,WATER RESOURCES,Bihar,BUIDCO,,305.19,,305.19,310.39,,2018-03,2024-09,90.0,ongoing_census,2024-08
N30000036,"SEWER NETWORKS, SPS AND STP, MUNGER",WATER RESOURCES,Bihar,BUIDCO,,294.02,350.79,294.02,365.58,,2018-03,2024-06,100.0,ongoing_census,2024-08
N30000037,SEWERAGE SYSTEM WITH SEWER 12/2014 NETWORK PATNA BEUR,WATER RESOURCES,Bihar,BUIDCO,2014-12,225.77,,398.9,363.79,2020-03,,2022-06,100.0,ongoing_census,2024-08
N30000039,SAIDPUR SEWER NETWORK PATNA (BUIDCO),WATER RESOURCES,Bihar,N.A.) (N.A.,2015-04,268.63,,493.85,489.65,,,2022-06,100.0,ongoing_census,2024-08
N30000040,SEWERAGE SCHEME AT PAHARI ZONE V PATNA,WATER RESOURCES,Bihar,May-17) (364.00,,356.37,364.0,356.37,312.11,,2017-05,2023-02,100.0,ongoing_census,2024-08
N30000043,SEWERAGE TREATMENT PLANT AT PAHARI PATNA,WATER RESOURCES,Bihar,BUIDCO,,191.62,,191.62,122.98,,2017-05,2022-05,100.0,ongoing_census,2024-08
N30000044,SEWERAGE SYSTEM WITH SEWER NETWORK PATNA KARMALICHAK,WATER RESOURCES,Bihar,BUIDCO,2017-03,277.42,253.98,277.42,345.95,,2017-03,2023-02,100.0,ongoing_census,2024-08
N30000050,SEWERAGE SYSTEM AND STP FOR KANKARBAG ZONE PATNA,WATER RESOURCES,Bihar,BUIDCO,,578.89,453.83,578.89,150.5,,,2024-09,46.0,ongoing_census,2024-08
N30000051,"SEWERAGE SYSTEM AND STP FOR DIGHA ZONE, PATNA",WATER RESOURCES,Bihar,BUIDCO,,824.0,734.09,824.0,377.18,,,2024-09,48.0,ongoing_census,2024-08
060100093,GEVRA EXPANSION OCP (SECL) (35-70) MTY,COAL,Chhattisg Arh,N.A.) (N.A.,2010-06,11816.4,,11816.4,6086.17,,,2025-03,77.0,ongoing_census,2024-08
N06000008,KUSMUNDA EXPN.OCP(SECL)(15- 50)MTY,COAL,Chhattisg Arh,SECL,2013-08,7612.33,,7612.33,4542.11,,,2025-03,81.0,ongoing_census,2024-08
N06000045,PELMA OCP(15.00MTY) 11/2014,COAL,Chhattisg Arh,N.A.) (N.A.,2014-11,1624.59,,1624.59,13.65,2023-03,,2030-03,16.0,ongoing_census,2024-08
N06000104,CHHAL OC SEAM -III (6.00 MTY) 12/2013,COAL,Chhattisg Arh,Mar-25) (N.A.,2013-12,610.63,,610.63,565.04,2022-03,2025-03,2025-03,81.0,ongoing_census,2024-08
N06000123,AMERA OC RCE (SECL),COAL,Chhattisg Arh,Mar-26) (N.A.,2015-02,335.97,,335.97,173.32,,2026-03,2026-03,42.0,ongoing_census,2024-08
N06000135,AMGAON OPENCAST PROJECT RCE,COAL,Chhattisg Arh,Mar-26) (N.A.,,316.1,,316.1,187.5,,2026-03,2026-03,56.0,ongoing_census,2024-08
N06000164,MAHAMAYA OPENCAST PROJECT,COAL,Chhattisg Arh,N.A.) (N.A.,2018-05,410.26,,410.26,178.9,,,2026-03,37.0,ongoing_census,2024-08
N06000166,JHIRIA WEST OPENCAST PROJECT 11/2018,COAL,Chhattisg Arh,N.A.) (N.A.,2018-11,366.94,,366.94,29.97,2026-03,,2026-03,36.0,ongoing_census,2024-08
N06000197,BAROUD OC EXPANSION (3-10 MTY),COAL,Chhattisg Arh,N.A.) (N.A.,2020-08,2309.8,,2309.8,843.12,,,2029-03,38.0,ongoing_census,2024-08
N06000198,JAMPALI OCP RCE (SECL),COAL,Chhattisg Arh,Mar-25) (N.A.,2020-05,278.64,,278.64,207.6,,2025-03,2025-03,73.0,ongoing_census,2024-08
N06000199,PORDA CHIMTAPANI OCP (10 MTY) 12/2020,COAL,Chhattisg Arh,N.A.) (N.A.,2020-12,2310.12,,2310.12,41.88,2029-03,,2029-03,10.0,ongoing_census,2024-08
N06000200,DIPKA OC EXPANSION 40 MTY 12/2020,COAL,Chhattisg Arh,N.A.) (N.A.,2020-12,5241.4,,5241.4,2628.55,2029-03,,2029-03,26.0,ongoing_census,2024-08
N06000232,JAGANNATHPUR OC RCE (3.0 MTY),COAL,Chhattisg Arh,Mar-05) (N.A.,2016-07,459.49,,459.49,254.75,,2005-03,2025-03,92.0,ongoing_census,2024-08
N06000274,KATKONA RO UG PROJECT (1.74 MTY),COAL,Chhattisg Arh,N.A.) (N.A.,2023-01,329.22,,329.22,0.0,,,2029-03,2.0,ongoing_census,2024-08
N28000141,"C/O PERMANENT CAMPUS OF IIT BHILAI AT KUTHELABHATA, DURG CHHATTISGARH, STAGE I PHASE I.",DEPARTMENT OF HIGHER EDUCATION,Chhattisg Arh,CPWD EDUCATION,,808.62,,808.62,640.7,,,2022-07,99.2,ongoing_census,2024-08
N16000413,AUGMENTATION OF FACILITIES AT THE EXISTING RAIPUR DEPOT,PETROLEUM,Chhattisg Arh,Mar-25) (N.A.,,456.0,,456.0,330.02,,2025-03,2025-03,80.1,ongoing_census,2024-08
N18000350,WESTERN REGION EXPANSION SCHEME XXV,POWER,Chhattisg Arh,PGCIL,2023-02,385.84,,385.84,85.61,,,2024-09,37.0,ongoing_census,2024-08
N18000354,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME XXVII,POWER,Chhattisg Arh,PGCIL,2023-03,271.69,,271.69,108.34,,,2024-10,50.0,ongoing_census,2024-08
N18000355,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME-XXVIII AND XXIX,POWER,Chhattisg Arh,PGCIL,2023-03,260.3,,260.3,56.59,,,2025-03,60.0,ongoing_census,2024-08
N18000381,"LARA SUPER THERMAL POWER PROJECT, STAGE-II (2X800 MW)",POWER,Chhattisg Arh,BHEL,2023-08,15530.0,,15530.0,709.38,,,2028-06,,ongoing_census,2024-08
N22000318,KIRANDUL - JAGDALPUR DOUBLING 12/2012,RAILWAYS,Chhattisg Arh,N.A.) (N.A.,2012-12,1160.0,,1440.0,1425.45,2020-03,,2024-03,88.0,ongoing_census,2024-08
N22000484,JHARSUGUDA-BILASPUR 4TH LINE,RAILWAYS,Chhattisg Arh,SECR,2015-04,1973.0,2135.34,2135.34,2017.74,,2023-12,2024-12,80.0,ongoing_census,2024-08
N22000489,KHARSIA DHARAMJAIGARH WITH SPUR LINE EAST CORRIDOR-PHASE I,RAILWAYS,Chhattisg Arh,IRCON,,3055.0,3438.39,3438.39,3041.21,,,2024-12,93.0,ongoing_census,2024-08
N22000572,Gauge conversion of Raipur(Kendri)- Dhamtari and Abhanpur-Rajim branch (67.20 km),RAILWAYS,Chhattisg Arh,SECR,2011-07,1171.3,,1171.3,460.35,,,2025-02,45.0,ongoing_census,2024-08
N22000573,NIPANIA-BHATAPRA (14.4 KM) 4TH LINE (PB#72/NR/2022-23),RAILWAYS,Chhattisg Arh,SECR,,170.49,,170.49,0.1,,,2026-12,,ongoing_census,2024-08
N22000574,4TH LINE - BHATAPARA-HATHBAND (8.8 12/2022 KM) (PB#72/NR/2022-23),RAILWAYS,Chhattisg Arh,N.A.) (N.A.,,177.03,,177.03,0.21,2026-12,,2026-12,,ongoing_census,2024-08
N22000575,4TH LINE - BHILAI-BHILAI NAGAR (8.8 KM) (PB#72/NR/2022-23),RAILWAYS,Chhattisg Arh,SECR,,169.06,,177.34,0.63,,,2026-09,,ongoing_census,2024-08
N22000576,4TH LINE - DADHAPARA-BELHA (9.2 KM) (PB#72/NR/2022-23),RAILWAYS,Chhattisg Arh,SECR,2022-09,169.06,,169.06,0.22,,,2026-09,,ongoing_census,2024-08
N22000577,4TH LINE - RAJNANDGAON- DONGARHGARH (31.2 KM) (PB#72/NR/2022-23),RAILWAYS,Chhattisg Arh,SECR,2022-09,328.34,,328.34,0.37,,,2026-09,,ongoing_census,2024-08
N22000579,3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI,RAILWAYS,Chhattisg Arh,SECR,2022-09,167.64,,167.64,0.0,,,2026-09,,ongoing_census,2024-08
N22000580,DOUBLING OF BORIDAND - AMBIKAPUR,RAILWAYS,Chhattisg Arh,SURAJPUR,2022-06,1376.2,,775.82,38.91,,,2030-06,5.0,ongoing_census,2024-08
N22000602,DALLIRAJHARA - ROWGHAT (95 KM) {PART OF DALLIRAJHARA-JAGDALPUR (235 KM)},RAILWAYS,Chhattisg Arh,RVNL,2008-03,631.78,,1627.56,1323.64,,,2025-06,84.0,ongoing_census,2024-08
N22000616,CHIRIMIRI-NAGPUR HALT 10/2018,RAILWAYS,Chhattisg Arh,N.A.) (N.A.,2018-10,241.0,,241.0,0.0,2030-06,,2030-06,,ongoing_census,2024-08
N24001588,DEVELOPMENT OF SIX LANE SARGI- 12/2021 BASANWAHI OF NH 130 CD FROM KM.42+800 TO 99+500 UNDER RAIPUR VISAKHAPA,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,NHAI,2021-12,1470.73,,1470.73,504.46,2025-01,,2025-09,50.76,ongoing_census,2024-08
N24001593,DEVELOPMENT OF SIX LANE JHANKI 11/2021 SARGI OF NH 130 CD FROM KM.0+000 TO 42+800 UNDER RAIPUR VISAKHAPATTNA,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,NHAI,2021-11,1368.19,,1368.19,782.5,2024-09,,2025-06,70.65,ongoing_census,2024-08
N24001611,4 LANE OF BILASPUR TO URGA PROJECT (KM 0.00 TO KM 70.2) OF NH- 130A,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,NHAI,2020-04,1855.59,2523.86,2523.86,388.19,,,2025-09,69.01,ongoing_census,2024-08
N24001917,UP GRADATION OF NH 930 SHERPAR TO KOHKA FROM KM 67.880 TO KM 114.860 TO TWO LANE WITH PAVED SHOULDER,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,MoRTH,2020-03,278.97,,278.97,169.62,,,2024-11,70.0,ongoing_census,2024-08
N24001918,UPGRADATION OF NH 930 JHALMALA 12/2020 TO SHERPER FROM NH KM 30.600 TO KM 67.800 TO TWOFOUR LANE WITH PAVED,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,Jul-24) (N.A.,2020-12,222.86,,222.86,168.98,2023-08,2024-07,2024-07,100.0,ongoing_census,2024-08
N24001919,UP GRADATION OF NH 130C ABHANPUR 12/2020 TO PAUND FROM NK KM 0.000 TO KM. 40.380 TO TWO LANE WITH PAVED SHOU,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,MoRTH,2020-12,193.16,,193.16,73.42,2023-09,2024-11,2024-11,61.3,ongoing_census,2024-08
N24001920,UPGRADATION OF NH 130A MUNGELI TO PONDI FROM NH KM. 51.600 TO KM. 77.870 KM. 80.970 TO 96.970 TO 2,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,N.A.) (N.A.,2021-03,218.57,,218.57,91.66,,,2024-09,66.27,ongoing_census,2024-08
N24002017,DEVELOPMENT OF SIX LANE BASANWAHI-MARANGPURI OF NH 130 CD FROM KM.99+500 TO 124+661 UNDER RAIPUR VIS,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,NHAI,2022-03,1307.16,,1307.16,81.25,,,2026-09,8.05,ongoing_census,2024-08
N24002045,CONSTRUCTION OF 6 LANE DURG RAIPUR ARANG BYPASS PKG 1 SECTION OF NH 53 FROM CH 0.000 TO CH 44.50,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,N.A.) (N.A.,2022-06,1828.0,,1828.0,318.96,,,2025-07,9.5,ongoing_census,2024-08
N24002046,CONSTRUCTION OF 6 LANE DURG RAIPUR ARANG BYPASS PKG 2 SECTION OF NH 53 FROM CH 44+500 TO CH.92+230 I,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,NHAI,2022-06,1958.94,1959.0,1958.94,585.16,,,2025-05,22.1,ongoing_census,2024-08
N24001217,REHABILITATION AND UPGRADATION OF NH 43 KANKER TO BEDMA SECTION KM. 130 TO 180,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,N.A.) (572.66,2016-01,497.14,572.66,572.66,363.29,,,2024-12,57.37,ongoing_census,2024-08
N24001218,REHABILITATION AND UPGRADATION 11/2015 OF NH 111 FROM KM 163.400 TO 215.800 SHIVNAGAR TO AMBIKAPUR SECTION,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,MoRTH,2015-11,335.32,397.32,335.32,345.52,2017-06,,2024-07,100.0,ongoing_census,2024-08
N24001219,REHABILITATION AND UPGRADATION OF NH 200 FROM KM 178.944 TO 241.553 BANARI VILLAGE TO MASANIA KALA V,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,N.A.) (610.18,2016-01,476.2,610.18,543.73,501.42,,,2024-07,100.0,ongoing_census,2024-08
N24001221,REHABILITATION AND UPGRADATION OF NH 78 FROM KM 373.505 TO 469.300 AMBIKAPUR TO PATHALGAON SECTION,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,MoRTH,2016-01,624.98,731.5,731.5,604.79,,,2024-09,99.0,ongoing_census,2024-08
N24001222,REHABILITATION AND UPGRADATION OF NH 78 FROM KM 469.000 TO 531.000 PATTHALGAON TO KUNKURI,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,N.A.) (N.A.,2016-03,452.94,,435.61,287.53,,,2024-12,61.93,ongoing_census,2024-08
N24001227,CONSTRUCTION OF 4 NOS GRADE SEPARATOR BETWEEN KM. 281.000 TO KM 307.600 KM. 286.400 KUMHARI KM. 299.,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,MoRTH,2018-03,349.03,,349.03,316.52,,,2024-09,97.78,ongoing_census,2024-08
N24001228,UPGRADATION AND WIDENING OF 11/2017 BILASPUR TO MUNGELI SECTION NH- 130A,ROAD TRANSPORT AND HIGHWAYS,Chhattisg Arh,N.A.) (N.A.,,188.8,,188.8,136.81,2019-05,,2024-09,97.0,ongoing_census,2024-08
N12000124,NMDC SLURRY PIPE LINE PROJECT - 11/2015 PHASE-1,STEEL,Chhattisg Arh,NMDC,,2907.0,,2907.0,2114.17,2023-06,2024-07,2026-03,62.7,ongoing_census,2024-08
N12000127,SCREENING PLANT-III AT KIRANDUL,STEEL,Chhattisg Arh,NMDC,2021-03,2092.97,2718.84,2718.84,1212.31,,,2026-01,62.6,ongoing_census,2024-08
N12000130,CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX,STEEL,Chhattisg Arh,NMDC,2021-07,282.44,,282.44,110.78,,,2026-01,41.03,ongoing_census,2024-08
N12000131,"REPLACEMENT OF CONVERTER 10/2023 VESSELS, TRUNNION RINGS, SUPPORT SYSTEM AND INSTALLATION OF SECONDARY EMISS",STEEL,Chhattisg Arh,SAIL,2023-10,471.83,,471.83,36.47,2026-06,,2026-06,1.3,ongoing_census,2024-08
N12000134,REBUILDING OF COKE OVEN BATTERY 11/2023 NO.7 AND 8 OF BHILAI STEEL PLANT,STEEL,Chhattisg Arh,SAIL,2023-11,884.1,,884.1,225.98,2025-10,,2025-10,39.4,ongoing_census,2024-08
N28000149,CONSTRUCTION729 QUARTERS (TYPE II-180 TYPE III-364 TYPE IV-112 TYPE V- 68 TYPE-VI-5 SHOPS COMMUNI,URBAN DEVELOPMEN T,Chhattisg Arh,CPWD,,299.97,299.97,299.97,245.83,,2024-10,2024-10,80.0,ongoing_census,2024-08
N04000076,"CONSTRUCTION OF COMBINED 11/2016 OPERATIONAL OFFICES FOR DGCA, BCAS, AAIB, AERA AND AAI AT SAFDARJUNG AIRPOR",CIVIL AVIATION,Delhi,Apr-24) (374.98,2016-11,303.8,374.98,374.98,327.61,2020-04,2024-04,2024-04,100.0,ongoing_census,2024-08
