project_code,project_name,sector,state,agency,approval_date,original_cost,revised_cost,anticipated_cost,expenditure,original_doc,revised_doc,anticipated_doc,physical_progress_pct,schedule_status,report_month
N24001703,6 L OF AURANGABAD TO BIHAR- JHARKHAND BORDER (CHORDAHA) SECTION FROM KM. 180.000 TO KM. 209.827 OF N,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2022-02,786.81,787.0,787.0,,2025-05,,2025-05,0.0,ongoing_census,2024-06
N24001704,FOUR LANING OF MUNGER TO MIRZACHAUKI (NH-80) SECTION FROM KHARIA VILLAGE JUNCTION TO START OF EXISTI,ROAD TRANSPORT AND HIGHWAYS,Bihar,N.A.,2021-03,1020.84,,1020.84,84.78,2024-03,2024-12,2024-12,0.0,ongoing_census,2024-06
N24001705,FOUR LANING OF MUNGER TO MIRZACHAUKI (NH-80) SECTION FROM MUNGER TO KHARIA VILLAGE JUNCTION DESIGN C,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2022-03,1485.66,,1485.66,,2024-03,2024-12,2024-12,0.0,ongoing_census,2024-06
N24001706,4 LANING OF GALGALIA - BAHADURGANJ SECTION FROM KM 0.000 TO KM 49.000 (PACKAGE-I) OF NH-327E.,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2021-03,1097.18,1097.0,1097.0,517.8,2024-01,2024-08,2024-08,99.0,ongoing_census,2024-06
N24001707,4 LANING OF BAHADURGANJ ARARIA SECTION FROM KM 49.000 TO KM 94.000 (PACKAGE-II) OF NH-327E,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2021-03,1143.46,1143.46,1143.46,450.44,2024-01,2024-09,2024-09,86.64,ongoing_census,2024-06
N24001708,BAKHTIYARPUR RAJAULI PKG-III FROM KM 101.630 TO KM 152.520 NH20,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2020-09,2156.22,,2156.22,2134.67,2024-06,,2024-06,92.65,ongoing_census,2024-06
N24001709,BAKHTIYARPUR RAJAULI PKG-II FROM KM 54.405 TO KM 101.630 NH20,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,,897.45,,1090.0,1037.63,2023-04,2024-12,2024-12,97.85,ongoing_census,2024-06
N24001710,4 LANING FROM KM. 34.600 TO KM. 79.970 and 2LPS FROM KM. 79.970 TO KM. 82.000 OF NARENPUR - PURNEA S,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2020-09,2334.68,2494.2,2494.2,913.7,2023-03,2024-08,2024-08,99.0,ongoing_census,2024-06
N24001711,6L OF KANHAULI RAMNAGAR PATNA RING ROAD PKG I FROM KM 0.000 TO KM 39.160 OF SH78 NEW NH131G,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,,939.43,,939.43,370.62,2023-03,2024-12,2024-12,99.3,ongoing_census,2024-06
N24001712,FOUR LANING OF PARARIA TO MOHANIA SECTION OF NH 319 (OLD NH 30) FROM KM. 54+530 (DESIGN CHAINAGE) TO,ROAD TRANSPORT AND HIGHWAYS,Bihar,Dec-24,2020-08,690.0,,690.0,770.73,2023-07,2024-12,2024-12,98.45,ongoing_census,2024-06
N24001715,BALANCE WORK OF TWO LANING WITH PAVED SHOULDER OF PIPRAKOTHI?MOTIHARI- RAXAUL SECTION OF NH-28A FRO,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2018-12,333.6,466.59,461.41,460.38,2020-10,,2024-01,100.0,ongoing_census,2024-06
N24001870,IMPROVEMENT TO TWO LANE WITH PAVED SHOULDERS OF NH 122B FROM KM 29.730 TO KM 72.348 IN STATE OF BIH,ROAD TRANSPORT AND HIGHWAYS,Bihar,Mar-25,2022-02,624.43,,624.43,139.88,2024-11,2025-03,2025-03,55.0,ongoing_census,2024-06
N24001875,WIDENING AND STRENTHENING FROM KM 70.15 TO KM 121.025 OF NH-80,ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,2021-03,477.54,,477.54,188.27,2025-01,2025-03,2025-03,53.7,ongoing_census,2024-06
N24001876,WIDENING and STRENTHENING FROM KM132.895 TO KM 190.15 NH-80,ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,2021-03,566.15,,566.15,135.11,2024-03,2025-06,2025-06,27.8,ongoing_census,2024-06
N24001877,CONSTRUCTION OF NEW 4-LANE BRIDGE SETU)FROM KM 8+920 TO KM 13+375,ROAD TRANSPORT AND HIGHWAYS,Bihar,PARALLEL TO EXISTING VIKRAMASHILA (N.A.) (N.A.,2020-07,1110.23,,1110.23,207.89,2027-05,,2027-05,14.0,ongoing_census,2024-06
N24001878,IMPROVEMENT TO TWO LANE WITH PAVED SHOULDERS OF NH-319A FROM KM 0 TO KM 45 IN STATE OF BIHAR UNDER,ROAD TRANSPORT AND HIGHWAYS,Bihar,Mar-25,2022-02,427.29,,427.29,112.82,2024-12,2025-03,2025-03,53.03,ongoing_census,2024-06
N24001879,CONSTRUCTION OF PROPOSED 4_LANE REVELGUNJ BYPASS NH-19 IN THE STATE OF BIHAR ON EPC MODE CONNECTING,ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,2022-03,295.24,,295.24,18.43,2025-07,,2025-07,21.2,ongoing_census,2024-06
N24002062,CONSTRUCTION OF 6- LANE BRIDGE AND ITS APPROACHES ACROSS RIVER GANGA AS PART OF PATNA RING ROAD (NH-,ROAD TRANSPORT AND HIGHWAYS,Bihar,N.A.,,3012.27,,3012.27,,2027-09,,2027-09,0.0,ongoing_census,2024-06
N24002063,BALANCE WORK - WB-10 (GANDAK BRIDGE) KM 402.00 TO KM 440.00 (DEVANPUR - KOTWA),ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2021-12,210.05,,210.05,89.41,2024-01,,2025-06,68.58,ongoing_census,2024-06
N24002064,PERMANENT RECTIFICATION OF 3 NOS. OF BLACK SPOTS IN PROJECT HIGHWAY NH-27 OF U.P BORDER - DEWAPUR -,ROAD TRANSPORT AND HIGHWAYS,Bihar,N.A.,2022-12,381.8,,381.8,,2025-12,,2025-12,5.5,ongoing_census,2024-06
N24002065,4L GREENFIELD ALIGNMENT OF AMAS TO SHIVRAMPUR FROM 0.000 KM. TO 55.002 KM. OF NH 119 D (PKG-I),ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,,1390.92,,1390.92,35.12,2025-03,,2025-03,3.94,ongoing_census,2024-06
N24002066,4L GREENFIELD ALIGNMENT OF SHIVRAMPUR TO RAMNAGAR FROM KM. 55.002 TO KM. 109.300 OF NH 119 D (PKG-I,ROAD TRANSPORT AND HIGHWAYS,Bihar,NHAI,2022-02,1494.31,,1494.31,38.28,2025-07,,2025-07,4.59,ongoing_census,2024-06
N24002133,IMPROVEMENT OF 2 LANE WITH PAVED SHOULDER OF STRETCH FROM BIKRAMGANJ DAWATH MELAYABAGH NAWANAGR -DUM,ROAD TRANSPORT AND HIGHWAYS,Bihar,MoRTH,2021-03,178.63,,178.63,42.74,2025-03,,2025-06,36.0,ongoing_census,2024-06
N28000148,PATNA METRO RAIL CORPORATION LIMITED,URBAN DEVELOPMENT,Bihar,N.A.,2019-02,13365.77,,13925.5,2210.82,2024-06,,2024-09,37.28,ongoing_census,2024-06
N30000026,SEWER NETWORK SPS AND STP BEGUSARAI,WATER RESOURCES,Bihar,BUIDCO,2018-03,230.06,,230.06,221.39,2021-07,2019-12,2023-12,94.0,ongoing_census,2024-06
N30000027,I AND D AND STP WORKS FOR BHAGALPUR,WATER RESOURCES,Bihar,Nov-20) (413.29,2017-10,254.13,413.29,413.29,116.3,2020-09,2020-11,2024-03,75.0,ongoing_census,2024-06
N30000028,I AND D AND STP AT CHAPPRA (BUIDCO),WATER RESOURCES,Bihar,N.A.) (N.A.,2018-11,236.15,,236.15,138.29,2020-12,,2023-08,100.0,ongoing_census,2024-06
N30000035,SEWER NETWORKS SPS AND STP HAJIPUR,WATER RESOURCES,Bihar,BUIDCO,2018-03,305.19,,305.19,308.82,2021-08,2018-03,2023-08,88.0,ongoing_census,2024-06
N30000036,"SEWER NETWORKS, SPS AND STP, MUNGER",WATER RESOURCES,Bihar,BUIDCO,2018-03,294.02,350.79,294.02,365.58,2021-10,2018-03,2023-12,99.0,ongoing_census,2024-06
N30000037,SEWERAGE SYSTEM WITH SEWER NETWORK PATNA BEUR,WATER RESOURCES,Bihar,BUIDCO,2014-12,225.77,,398.9,363.79,2020-03,,2020-06,100.0,ongoing_census,2024-06
N30000039,SAIDPUR SEWER NETWORK PATNA (BUIDCO),WATER RESOURCES,Bihar,N.A.) (N.A.,2015-04,268.63,,431.21,480.25,2021-01,,2021-01,100.0,ongoing_census,2024-06
N30000040,SEWERAGE SCHEME AT PAHARI ZONE V PATNA,WATER RESOURCES,Bihar,BUIDCO,,356.37,364.0,356.37,304.62,2021-04,2017-05,2021-04,100.0,ongoing_census,2024-06
N30000043,SEWERAGE TREATMENT PLANT AT PAHARI PATNA,WATER RESOURCES,Bihar,May-17,2017-05,191.62,,191.62,119.23,2020-11,2017-05,2020-11,100.0,ongoing_census,2024-06
N30000044,SEWERAGE SYSTEM WITH SEWER NETWORK PATNA KARMALICHAK,WATER RESOURCES,Bihar,BUIDCO,2017-03,277.42,253.98,277.42,345.95,2021-05,2017-03,2021-05,100.0,ongoing_census,2024-06
N30000050,SEWERAGE SYSTEM AND STP FOR KANKARBAG ZONE PATNA,WATER RESOURCES,Bihar,BUIDCO,2017-08,578.89,453.83,578.89,134.46,2022-06,,2024-03,45.0,ongoing_census,2024-06
N30000051,"SEWERAGE SYSTEM AND STP FOR DIGHA ZONE, PATNA",WATER RESOURCES,Bihar,BUIDCO,,824.0,734.09,824.0,354.66,2022-06,,2024-03,47.0,ongoing_census,2024-06
060100093,GEVRA EXPANSION OCP (SECL) (35-70) MTY,COAL,Chhattisgarh,SECL,2010-06,11816.4,,11816.4,6120.38,2023-03,,2025-03,76.0,ongoing_census,2024-06
N06000008,KUSMUNDA EXPN.OCP(SECL)(15-50)MTY (SECL),COAL,Chhattisgarh,N.A.,2013-08,7612.33,,7612.33,4386.92,2023-03,,2025-03,81.0,ongoing_census,2024-06
N06000045,PELMA OCP(15.00MTY) (SECL),COAL,Chhattisgarh,N.A.) (N.A.,2014-11,1624.59,,1624.59,13.66,2023-03,,2030-03,11.0,ongoing_census,2024-06
N06000076,KARTALI (EAST) OCP (2.50 MTY) (SECL),COAL,Chhattisgarh,N.A.) (N.A.,2008-07,178.44,,178.44,9.02,2014-03,,2026-03,18.0,ongoing_census,2024-06
N06000104,CHHAL OC SEAM -III (6.00 MTY),COAL,Chhattisgarh,Mar-25) (N.A.,2013-12,610.63,,610.63,559.06,2022-03,2025-03,2025-03,80.0,ongoing_census,2024-06
N06000123,AMERA OC RCE (SECL),COAL,Chhattisgarh,N.A.,2015-02,335.97,,335.97,90.39,2018-03,2026-03,2026-03,37.0,ongoing_census,2024-06
N06000135,AMGAON OPENCAST PROJECT RCE (SECL),COAL,Chhattisgarh,Mar-26) (N.A.,2015-07,316.1,,316.1,191.16,2020-03,2026-03,2026-03,56.0,ongoing_census,2024-06
N06000136,DURGAPUR OPENCAST PROJECT (SECL),COAL,Chhattisgarh,Mar-26) (N.A.,2015-02,916.24,,916.24,19.54,2023-03,2026-03,2026-03,18.0,ongoing_census,2024-06
N06000140,MADANNAGAR OPENCAST PROJECT (SECL),COAL,Chhattisgarh,N.A.) (N.A.,2015-10,1875.32,,1875.32,,2024-03,,2030-03,5.0,ongoing_census,2024-06
N06000158,VIJAY WEST OPENCAST PROJECT,COAL,Chhattisgarh,N.A.) (N.A.,2017-05,976.95,,976.95,90.89,2026-03,,2026-03,4.0,ongoing_census,2024-06
N06000164,MAHAMAYA OPENCAST PROJECT (SECL),COAL,Chhattisgarh,N.A.,2018-05,410.26,,410.26,178.39,2026-03,,2026-03,37.0,ongoing_census,2024-06
N06000166,JHIRIA WEST OPENCAST PROJECT (SECL),COAL,Chhattisgarh,N.A.) (N.A.,2018-11,389.97,,366.94,20.79,2026-03,,2026-03,34.0,ongoing_census,2024-06
N06000197,BAROUD OC EXPANSION (3-10 MTY) (SECL),COAL,Chhattisgarh,N.A.) (N.A.,2020-08,2309.8,,2309.8,833.39,2029-03,,2029-03,35.0,ongoing_census,2024-06
N06000198,JAMPALI OCP RCE,COAL,Chhattisgarh,Mar-25) (N.A.,2020-05,278.64,,278.64,205.05,2024-03,2025-03,2025-03,71.0,ongoing_census,2024-06
N06000199,PORDA CHIMTAPANI OCP (10 MTY) (SECL),COAL,Chhattisgarh,N.A.,2020-12,2310.12,,2310.12,72.67,2029-03,,2029-03,10.0,ongoing_census,2024-06
N06000200,DIPKA OC EXPANSION 40 MTY (SECL),COAL,Chhattisgarh,N.A.) (N.A.,2020-12,5241.4,,5241.4,2699.62,2029-03,,2029-03,23.0,ongoing_census,2024-06
N06000232,JAGANNATHPUR OC RCE (3.0 MTY) (SECL),COAL,Chhattisgarh,Mar-05) (N.A.,2016-07,459.49,,459.49,249.66,2020-03,2005-03,2025-03,92.0,ongoing_census,2024-06
N28000141,"C/O PERMANENT CAMPUS OF IIT BHILAI AT KUTHELABHATA, DURG CHHATTISGARH, STAGE I PHASE I.",DEPARTMENT OF HIGHER EDUCATION,Chhattisgarh,CPWD EDUCATION,2020-03,808.62,,808.62,640.7,2022-07,,2022-07,99.2,ongoing_census,2024-06
N16000413,AUGMENTATION OF FACILITIES AT THE EXISTING RAIPUR DEPOT,PETROLEUM,Chhattisgarh,HPCL,2021-03,456.0,,456.0,311.81,2024-03,2025-03,2025-03,75.5,ongoing_census,2024-06
N18000350,WESTERN REGION EXPANSION SCHEME XXV (PGCIL),POWER,Chhattisgarh,N.A.,2023-02,385.84,,385.84,59.71,2023-11,,2024-09,26.0,ongoing_census,2024-06
N18000354,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME XXVII,POWER,Chhattisgarh,PGCIL,2023-03,271.69,,271.69,55.04,2024-09,,2024-09,35.0,ongoing_census,2024-06
N18000355,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME-XXVIII AND XXIX,POWER,Chhattisgarh,PGCIL,2023-03,260.3,,260.3,48.79,2025-03,,2025-03,50.0,ongoing_census,2024-06
N18000381,"LARA SUPER THERMAL POWER PROJECT, STAGE-II (2X800 MW)",POWER,Chhattisgarh,BHEL,2023-08,15530.0,,15530.0,709.38,2028-06,,2028-06,0.0,ongoing_census,2024-06
N22000318,KIRANDUL - JAGDALPUR DOUBLING (ECOR),RAILWAYS,Chhattisgarh,N.A.,2012-12,1160.0,,1440.0,1398.84,2020-03,,2024-03,87.0,ongoing_census,2024-06
N22000484,JHARSUGUDA-BILASPUR 4TH LINE,RAILWAYS,Chhattisgarh,SECR,2015-04,1973.0,2135.34,2135.34,1940.74,2021-03,2023-12,2024-10,72.0,ongoing_census,2024-06
N22000489,KHARSIA DHARAMJAIGARH WITH SPUR LINE EAST CORRIDOR-PHASE I,RAILWAYS,Chhattisgarh,IRCON,2013-04,3055.0,3438.39,3438.39,3041.21,2018-09,,2024-12,93.0,ongoing_census,2024-06
N22000572,Gauge conversion of Raipur(Kendri)-Dhamtari and Abhanpur-Rajim branch (67.20 km),RAILWAYS,Chhattisgarh,SECR,2011-07,1171.3,,1171.3,432.13,2024-10,,2024-10,0.0,ongoing_census,2024-06
N22000573,NIPANIA-BHATAPRA (14.4 KM) 4TH LINE (PB#72/NR/2022-23),RAILWAYS,Chhattisgarh,SECR,2022-09,170.49,,170.49,0.1,2026-12,,2026-12,0.0,ongoing_census,2024-06
N22000574,4TH LINE - BHATAPARA-HATHBAND (8.8 KM) (PB#72/NR/2022-23),RAILWAYS,Chhattisgarh,N.A.,,177.03,,177.03,0.21,2026-12,,2026-12,0.0,ongoing_census,2024-06
N22000575,4TH LINE - BHILAI-BHILAI NAGAR (8.8 KM) (PB#72/NR/2022-23),RAILWAYS,Chhattisgarh,SECR,2022-09,169.06,,177.34,0.02,2026-09,,2026-09,0.0,ongoing_census,2024-06
N22000576,4TH LINE - DADHAPARA-BELHA (9.2 KM) (PB#72/NR/2022-23),RAILWAYS,Chhattisgarh,SECR,2022-09,169.06,,169.06,0.22,2026-09,,2026-09,0.0,ongoing_census,2024-06
N22000577,4TH LINE - RAJNANDGAON- DONGARHGARH (31.2 KM) (PB#72/NR/2022- 23),RAILWAYS,Chhattisgarh,SECR,2022-09,328.34,,328.34,0.37,2026-09,,2026-09,0.0,ongoing_census,2024-06
N22000579,3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI,RAILWAYS,Chhattisgarh,N.A.,,167.64,,167.64,,2026-09,,2026-09,0.0,ongoing_census,2024-06
N22000580,DOUBLING OF BORIDAND - AMBIKAPUR ( SURAJPUR),RAILWAYS,Chhattisgarh,SECR,2022-06,1376.2,,775.82,33.77,2030-06,,2030-06,0.0,ongoing_census,2024-06
N22000602,DALLIRAJHARA - ROWGHAT (95 KM) {PART OF DALLIRAJHARA-JAGDALPUR (235 KM)},RAILWAYS,Chhattisgarh,N.A.,2008-03,631.78,,1627.56,1323.64,2025-06,,2025-06,84.0,ongoing_census,2024-06
N22000616,CHIRIMIRI-NAGPUR HALT (SECR),RAILWAYS,Chhattisgarh,N.A.) (N.A.,2018-10,241.0,,241.0,,2030-06,,2030-06,0.0,ongoing_census,2024-06
N22000617,FLYOVER AT BILASPUR (KHODRI- ANUPPUR) 10 KM,RAILWAYS,Chhattisgarh,SECR,2006-06,303.59,,303.59,29.86,2024-03,,2024-03,100.0,ongoing_census,2024-06
N24001217,REHABILITATION AND UPGRADATION OF NH 43 KANKER TO BEDMA SECTION KM. 130 TO 180,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,MoRTH,,497.14,572.66,572.66,351.76,2016-08,,2024-12,56.27,ongoing_census,2024-06
N24001218,REHABILITATION AND UPGRADATION OF NH 111 FROM KM 163.400 TO 215.800 SHIVNAGAR TO AMBIKAPUR SECTION,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,MoRTH,,335.32,397.32,335.32,345.35,2017-06,,2024-07,99.5,ongoing_census,2024-06
N24001219,REHABILITATION AND UPGRADATION OF NH 200 FROM KM 178.944 TO 241.553 BANARI VILLAGE TO MASANIA KALA V,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,MoRTH,,476.2,610.18,543.73,501.42,2016-09,,2024-07,99.5,ongoing_census,2024-06
N24001221,REHABILITATION AND UPGRADATION OF NH 78 FROM KM 373.505 TO 469.300 AMBIKAPUR TO PATHALGAON SECTION,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,MoRTH,,624.98,731.5,731.5,601.11,2016-10,,2024-07,98.15,ongoing_census,2024-06
N24001222,REHABILITATION AND UPGRADATION OF NH 78 FROM KM 469.000 TO 531.000 PATTHALGAON TO KUNKURI,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,N.A.,,452.94,,435.61,280.38,2016-07,,2024-12,60.5,ongoing_census,2024-06
N24001224,REHABILITATION AND UPGRADATION OF NH 78 FROM KM 531.250 TO KM 597.946 KUNKURI TO CG JH BORDER SECTIO,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,MoRTH,,423.79,,423.79,338.28,2018-01,,2023-12,100.0,ongoing_census,2024-06
N24001226,REHABILITATION AND UPGRADATION OF NH 216 FROM KM 3.800 TO 90.460 RAIGARH TO SARAIPALLI SECTION,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,N.A.,,496.02,,496.02,240.11,2015-03,,2015-03,0.0,ongoing_census,2024-06
N24001227,CONSTRUCTION OF 4 NOS GRADE SEPARATOR BETWEEN KM. 281.000 TO KM 307.600 KM. 286.400 KUMHARI KM. 299.,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,MoRTH,2018-03,349.03,,349.03,315.46,2019-01,,2024-07,97.24,ongoing_census,2024-06
N24001228,UPGRADATION AND WIDENING OF BILASPUR TO MUNGELI SECTION NH-130A,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,N.A.,2017-11,188.8,,188.8,136.81,2019-05,,2024-09,97.0,ongoing_census,2024-06
N24001588,DEVELOPMENT OF SIX LANE SARGI- BASANWAHI OF NH 130 CD FROM KM.42+800 TO 99+500 UNDER RAIPUR VISAKHAPA,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,NHAI,2021-12,1470.73,,1470.73,454.5,2025-01,,2025-09,48.44,ongoing_census,2024-06
N24001591,4 LANING OF CHAMPA-KORBA-CHHURI- KATGHORA SECTION OF NH 149B FROM KM.0.000 TO KM.38.200,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,NHAI,2021-02,999.97,,999.97,948.58,2024-01,,2024-09,89.7,ongoing_census,2024-06
N24001593,DEVELOPMENT OF SIX LANE JHANKI SARGI OF NH 130 CD FROM KM.0+000 TO 42+800 UNDER RAIPUR VISAKHAPATTNA,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,NHAI,2021-11,1368.19,,1368.19,735.71,2024-09,,2025-09,70.06,ongoing_census,2024-06
N24001611,4 LANE OF BILASPUR TO URGA PROJECT (KM 0.00 TO KM 70.2) OF NH-130A,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,NHAI,2020-04,1855.59,2523.86,2523.86,368.32,2024-03,,2025-09,63.68,ongoing_census,2024-06
N24001917,UP GRADATION OF NH 930 SHERPAR TO KOHKA FROM KM 67.880 TO KM 114.860 TO TWO LANE WITH PAVED SHOULDER,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,MoRTH,,278.97,,278.97,147.87,2024-05,,2024-11,64.0,ongoing_census,2024-06
N24001918,UPGRADATION OF NH 930 JHALMALA TO SHERPER FROM NH KM 30.600 TO KM 67.800 TO TWOFOUR LANE WITH PAVED,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,Jul-24,,222.86,,222.86,168.63,2023-08,2024-07,2024-07,95.5,ongoing_census,2024-06
N24001919,UP GRADATION OF NH 130C ABHANPUR TO PAUND FROM NK KM 0.000 TO KM. 40.380 TO TWO LANE WITH PAVED SHOU,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,MoRTH,2020-12,193.16,,193.16,73.42,2023-09,2024-11,2024-11,60.22,ongoing_census,2024-06
N24001920,UPGRADATION OF NH 130A MUNGELI TO PONDI FROM NH KM. 51.600 TO KM. 77.870 KM. 80.970 TO 96.970 TO 2,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,N.A.,,218.57,,218.57,91.0,2024-09,,2024-09,65.27,ongoing_census,2024-06
N24002017,DEVELOPMENT OF SIX LANE BASANWAHI- MARANGPURI OF NH 130 CD FROM KM.99+500 TO 124+661 UNDER RAIPUR VIS,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,NHAI,2022-03,1307.16,,1307.16,65.25,2025-10,,2026-09,7.07,ongoing_census,2024-06
N24002045,CONSTRUCTION OF 6 LANE DURG RAIPUR ARANG BYPASS PKG 1 SECTION OF NH 53 FROM CH 0.000 TO CH 44.50,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,NHAI,2022-06,1828.0,,1828.0,318.96,2025-07,,2025-07,7.19,ongoing_census,2024-06
N24002046,CONSTRUCTION OF 6 LANE DURG RAIPUR ARANG BYPASS PKG 2 SECTION OF NH 53 FROM CH 44+500 TO CH.92+230 I,ROAD TRANSPORT AND HIGHWAYS,Chhattisgarh,NHAI,2022-06,1958.94,1959.0,1958.94,585.16,2025-05,,2025-05,21.78,ongoing_census,2024-06
N12000124,NMDC SLURRY PIPE LINE PROJECT - PHASE-1,STEEL,Chhattisgarh,N.A.,,2907.0,,2907.0,2021.64,2023-06,2024-07,2025-11,60.5,ongoing_census,2024-06
N12000127,SCREENING PLANT-III AT KIRANDUL (NMDC),STEEL,Chhattisgarh,,2021-03,2092.97,2718.84,2718.84,1165.97,2024-08,,2026-01,60.43,ongoing_census,2024-06
N12000130,CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX,STEEL,Chhattisgarh,N.A.,2021-07,282.44,,282.44,87.82,2024-11,,2026-01,33.72,ongoing_census,2024-06
N12000131,"REPLACEMENT OF CONVERTER VESSELS, TRUNNION RINGS, SUPPORT SYSTEM AND INSTALLATION OF SECONDARY EMISS",STEEL,Chhattisgarh,SAIL,2023-10,471.83,,471.83,35.04,2026-06,,2026-06,0.0,ongoing_census,2024-06
N12000134,REBUILDING OF COKE OVEN BATTERY NO.7 AND 8 OF BHILAI STEEL PLANT,STEEL,Chhattisgarh,N.A.,2023-11,884.1,,884.1,207.52,2025-10,,2025-10,33.4,ongoing_census,2024-06
N28000149,CONSTRUCTION729 QUARTERS (TYPE II- 180 TYPE III-364 TYPE IV-112 TYPE V-68 TYPE-VI-5 SHOPS COMMUNI,URBAN DEVELOPMENT,Chhattisgarh,CPWD,,299.97,299.97,299.97,223.06,2020-09,2024-10,2024-10,77.0,ongoing_census,2024-06
N04000076,"CONSTRUCTION OF COMBINED OPERATIONAL OFFICES FOR DGCA, BCAS, AAIB, AERA AND AAI AT SAFDARJUNG AIRPOR",CIVIL AVIATION,Delhi,AAI,2016-11,303.8,374.98,374.98,326.96,2020-04,2024-04,2024-04,100.0,ongoing_census,2024-06
N40000002,INDIA INTERNATIONAL CONVENTION AND EXPO CENTRE,DPIIT,Delhi,IICC FOR DPIIT,,4773.0,,5401.0,4709.75,2019-12,,2024-06,95.4,ongoing_census,2024-06
N07000001,"C/O RESIDENTIAL COMPLEX BUILDING FOR CENTRAL BOARD OF INDIRECT TAXES AND CUSTOMS AT SECTOR-9, DWARKA",FINANCE,Delhi,N.A.,2018-07,228.5,,220.27,176.28,2022-04,,2022-04,85.0,ongoing_census,2024-06
N28000071,ESTABLISHMENT OF CENTRAL ARMED POLICE FORCE INSTITUTE OF MEDICAL SCIENCES(CAPFIMS) AT NEW DELHI,HOME AFFAIRS,Delhi,CPWD FOR MHA,2013-10,1219.21,2091.53,2091.53,1865.43,2019-10,,2024-07,99.0,ongoing_census,2024-06
N45000002,CONSTRUCTION OF HEADQUARTER BUILDING OF CRPF AT LODHI ROAD NEW DELHI,HOME AFFAIRS,Delhi,N.A.,2019-06,277.35,,290.33,85.11,2022-07,,2025-05,51.0,ongoing_census,2024-06
N22000281,ANAND VIHAR-TILAK BRIDGE 3RD AND 4TH LINE,RAILWAYS,Delhi,NR,2012-04,295.68,,419.0,133.78,,,2023-09,30.0,ongoing_census,2024-06
N28000118,CONSTRUCTION OF ATAL AKSHAY URJA BHAWAN CGO COMPLEX LODHI ROAD NEW DELHI,RENEWABLE ENERGY,Delhi,CPWD R ENERGY,2017-10,271.9,366.12,366.12,329.49,2019-11,2022-04,2022-04,100.0,ongoing_census,2024-06
N24001771,SIX LANE ACCESS CONTROLLED OF DELHI SAHARANPUR HIGHWAY FROM AKSHARDHAM NH 9 JUNCTION TO DELHI UP BOR,ROAD TRANSPORT AND HIGHWAYS,Delhi,NHAI,2020-06,1479.22,,1479.22,1491.26,2024-12,,2024-12,95.0,ongoing_census,2024-06
N24001773,6L ACCESS CONTROLLED HIGHWAY FROM DND MAHARANI BAGH JN. WITH JAITPUR PUSHTA ROAD OF NH 148NA FROM,ROAD TRANSPORT AND HIGHWAYS,Delhi,NHAI,2020-05,1467.44,,1942.89,889.05,2024-07,,2024-12,77.83,ongoing_census,2024-06
N24001777,DEVELOPMENT OF 6L UER-II (PACKAGE-I) KANJHAWALA ROAD) FROM KM. (N.A.)0.70,ROAD TRANSPORT AND HIGHWAYS,Delhi,NH-1 NEAR BAKOLI TILL KARALA (N.A.) (N.A.,2020-07,2171.8,,2171.8,958.13,2023-10,,2024-09,98.75,ongoing_census,2024-06
